# power spectrum of chi
# redshift z=30.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  4.862943e-01   2.086142e-24   3.238501e-04   8.811781e-26   672
  4.875640e-01   1.892119e-24   1.937042e-04   1.591839e-25   240
  4.882967e-01   2.196813e-24   1.965613e-04   1.523688e-25   264
  4.893308e-01   1.819719e-24   2.424259e-04   8.118222e-26   624
  4.908739e-01   1.766298e-24   0.000000e+00   1.313949e-25   150
  4.914232e-01   1.973816e-24   2.716574e-04   8.524750e-26   600
  4.925819e-01   2.144529e-24   1.874909e-04   8.348718e-26   672
  4.938939e-01   1.785017e-24   1.763484e-04   1.099817e-25   336
  4.946248e-01   2.031653e-24   1.918157e-04   1.099152e-25   408
  4.957926e-01   1.692826e-24   1.913639e-04   8.819506e-26   408
  4.970915e-01   2.059916e-24   9.676385e-05   1.191014e-25   360
  4.978921e-01   1.764210e-24   3.552857e-04   9.097674e-26   456
  4.988592e-01   1.922770e-24   1.932065e-04   9.612193e-26   384
  5.000902e-01   1.556016e-24   1.783541e-04   9.076236e-26   348
  5.007554e-01   1.884687e-24   2.198754e-04   8.947364e-26   576
  5.020050e-01   1.674704e-24   1.810385e-04   7.647711e-26   504
  5.032833e-01   1.807318e-24   2.553443e-04   9.475392e-26   432
  5.043991e-01   1.895570e-24   3.473946e-04   9.206373e-26   576
  5.051948e-01   1.711429e-24   8.173934e-09   1.183091e-25   264
  5.064571e-01   1.678512e-24   2.764393e-04   6.424737e-26   768
  5.075549e-01   1.327897e-24   3.721752e-04   9.212766e-26   240
  5.084277e-01   1.872961e-24   3.282233e-04   1.349172e-25   192
  5.096990e-01   1.661224e-24   2.416124e-04   7.376678e-26   504
  5.106418e-01   1.498662e-24   3.255818e-04   6.384443e-26   590
  5.115460e-01   1.590916e-24   3.647966e-04   8.773222e-26   384
  5.126798e-01   1.685827e-24   3.048625e-04   8.373566e-26   504
  5.140486e-01   1.446292e-24   2.933830e-04   5.509973e-26   648
  5.153764e-01   1.331654e-24   7.967896e-05   6.321117e-26   504
  5.159117e-01   1.673114e-24   1.817627e-04   1.166397e-25   312
  5.168569e-01   1.335899e-24   2.618753e-04   6.043523e-26   576
  5.181545e-01   1.384743e-24   1.822405e-04   8.697431e-26   240
  5.189109e-01   1.486497e-24   1.841453e-04   6.420747e-26   552
  5.199816e-01   1.228650e-24   1.729082e-04   4.884608e-26   600
  5.215067e-01   1.346230e-24   2.111937e-04   5.577691e-26   600
  5.224237e-01   1.122546e-24   3.382099e-04   8.989259e-26   312
  5.233368e-01   1.430236e-24   2.945474e-04   7.268268e-26   480
  5.244775e-01   1.216233e-24   1.837693e-04   5.078165e-26   576
  5.254818e-01   1.298551e-24   2.959085e-04   6.310754e-26   408
  5.263729e-01   1.005318e-24   3.451909e-04   6.151504e-26   216
  5.275243e-01   1.395628e-24   2.643774e-04   6.446530e-26   516
  5.287578e-01   1.258351e-24   2.522429e-04   4.686171e-26   744
  5.300304e-01   1.268868e-24   1.684760e-04   6.358195e-26   462
  5.307494e-01   1.085768e-24   1.712315e-04   5.830298e-26   432
  5.318647e-01   1.099545e-24   1.588547e-04   4.713453e-26   648
